semester,departmentId,serialNumber,attributeCode,systemCode,forGrade,forClass,category,courseName,courseNote,tags,credits,instructors
1131,A1,101,FLC1016,A110500-1,,None,外國語言,基礎學術英文,模組一,None,2.0,['鍾淑玫']
1131,A1,102,FLC1022,A116700-2,,None,外國語言,高科技產業英文,模組二,None,2.0,['吳少方']
1131,A1,103,FLC1017,A110600-3,,None,外國語言,基礎學術溝通,模組一,None,2.0,['曾惠鈴']
1131,A1,104,FLC1029,A117400-4,,None,外國語言,資訊英文,模組二,None,2.0,['許富貴']
1131,A1,105,FLC1016,A110500-5,,None,外國語言,基礎學術英文,模組一,None,2.0,['鍾淑玫']
1131,A1,106,FLC1019,A110800-6,,None,外國語言,聽力與摘記練習,模組一,None,2.0,['吳少方']
1131,A1,107,FLC1018,A110700-7,,None,外國語言,跨文化溝通,模組一,None,2.0,['許富貴']
1131,A1,108,FLC1017,A110600-8,,None,外國語言,基礎學術溝通,模組一,None,2.0,['賴諭萱']
1131,A1,109,FLC1031,A117600-9,,None,外國語言,職場英文,模組二,None,2.0,['曾惠鈴']
1131,A1,110,FLC1018,A110700-10,,None,外國語言,跨文化溝通,模組一,None,2.0,['鍾淑玫']
1131,A1,111,FLC1016,A110500-11,,None,外國語言,基礎學術英文,模組一,None,2.0,['辛佳玲']
1131,A1,112,FLC1027,A117200-12,,None,外國語言,創意產業英文,模組二,None,2.0,['曾惠鈴']
1131,A1,113,FLC1020,A110900-13,,None,外國語言,人文醫學英文,模組二,None,2.0,['許富貴']
1131,A1,114,FLC1017,A110600-14,,None,外國語言,基礎學術溝通,模組一,None,2.0,['賴諭萱']
1131,A1,115,FLC1017,A110600-15,,None,外國語言,基礎學術溝通,模組一,None,2.0,['阮素菁']
1131,A1,116,FLC1018,A110700-16,,None,外國語言,跨文化溝通,模組一,None,2.0,['陳安純']
1131,A1,117,FLC1037,A118300-17,,None,外國語言,用高階思維說故事,模組三,None,2.0,['阮素菁']
1131,A1,118,FLC1022,A116700-18,,None,外國語言,高科技產業英文,模組二,None,2.0,['吳少方']
1131,A1,119,FLC1016,A110500-19,,None,外國語言,基礎學術英文,模組一,None,2.0,['曾惠鈴']
1131,A1,120,FLC1025,A117000-20,,None,外國語言,基礎工程英文,模組二,None,2.0,['辛佳玲']
1131,A1,121,FLC1017,A110600-21,,None,外國語言,基礎學術溝通,模組一,None,2.0,['賴諭萱']
1131,A1,122,FLC1036,A118200-22,,None,外國語言,基礎英文寫作,模組一,None,2.0,['陳冠云']
1131,A1,123,FLC1019,A110800-23,,None,外國語言,聽力與摘記練習,模組一,None,2.0,['陳安純']
1131,A1,124,FLC1018,A110700-24,,None,外國語言,跨文化溝通,模組一,None,2.0,['許富貴']
1131,A1,125,FLC1019,A110800-25,,None,外國語言,聽力與摘記練習,模組一,None,2.0,['陳安純']
1131,A1,126,FLC1017,A110600-26,,None,外國語言,基礎學術溝通,模組一,None,2.0,['曾惠鈴']
1131,A1,127,FLC1028,A117300-27,,None,外國語言,經貿英文,模組二,None,2.0,['陳慧琴']
1131,A1,128,FLC1023,A116800-28,,None,外國語言,商業溝通英文,模組二,None,2.0,['賴諭萱']
1131,A1,129,FLC1016,A110500-29,,None,外國語言,基礎學術英文,模組一,None,2.0,['辛佳玲']
1131,A1,130,FLC1019,A110800-30,,None,外國語言,聽力與摘記練習,模組一,None,2.0,['吳少方']
1131,A1,131,FLC1026,A117100-31,,None,外國語言,基礎科學英文,模組二,None,2.0,['陳冠云']
1131,A1,132,FLC1021,A111000-32,,None,外國語言,生物科技英文,模組二,None,2.0,['吳少方']
1131,A1,133,FLC1032,A117700-33,,None,外國語言,英語解說與發表,模組三,None,2.0,['許富貴']
1131,A1,134,FLC1036,A118200-34,,None,外國語言,基礎英文寫作,模組一,None,2.0,['陳慧琴']
1131,A1,135,FLC1030,A117500-35,,None,外國語言,餐旅英文,模組二,None,2.0,['陳冠云']
1131,A1,136,FLC1016,A110500-36,,None,外國語言,基礎學術英文,模組一,None,2.0,['曾惠鈴']
1131,A1,137,FLC1017,A110600-37,,None,外國語言,基礎學術溝通,模組一,None,2.0,['賴諭萱']
1131,A1,138,FLC1019,A110800-38,,None,外國語言,聽力與摘記練習,模組一,None,2.0,['陳安純']
1131,A1,139,FLC1016,A110500-39,,None,外國語言,基礎學術英文,模組一,None,2.0,['辛佳玲']
1131,A1,140,FLC1017,A110600-40,,None,外國語言,基礎學術溝通,模組一,None,2.0,['曾惠鈴']
1131,A1,141,FLC1030,A117500-41,,None,外國語言,餐旅英文,模組二,None,2.0,['陳冠云']
1131,A1,142,FLC1021,A111000-42,,None,外國語言,生物科技英文,模組二,None,2.0,['吳少方']
1131,A1,143,FLC1018,A110700-43,,None,外國語言,跨文化溝通,模組一,None,2.0,['許富貴']
1131,A1,144,FLC1028,A117300-44,,None,外國語言,經貿英文,模組二,None,2.0,['陳慧琴']
1131,A1,145,FLC1019,A110800-45,,None,外國語言,聽力與摘記練習,模組一,None,2.0,['陳安純']
1131,A1,146,FLC1016,A110500-46,,None,外國語言,基礎學術英文,模組一,None,2.0,['辛佳玲']
1131,A1,147,FLC1018,A110700-47,,None,外國語言,跨文化溝通,模組一,None,2.0,['許富貴']
1131,A1,148,FLC1019,A110800-48,,None,外國語言,聽力與摘記練習,模組一,None,2.0,['吳少方']
1131,A1,149,FLC1016,A110500-49,,None,外國語言,基礎學術英文,模組一,None,2.0,['曾惠鈴']
1131,A1,150,FLC1035,A118000-50,,None,外國語言,學術英文寫作,模組三,None,2.0,['陳冠云']
1131,A1,151,FLC1018,A110700-51,,None,外國語言,跨文化溝通,模組一,None,2.0,['阮素菁']
1131,A1,152,FLC1018,A110700-52,,None,外國語言,跨文化溝通,模組一,None,2.0,['阮素菁']
1131,A1,153,FLC1016,A110500-53,,None,外國語言,基礎學術英文,模組一,None,2.0,['陳俐文']
1131,A1,154,FLC1028,A117300-54,,None,外國語言,經貿英文,模組二,None,2.0,['陳慧琴']
1131,A1,155,FLC1025,A117000-55,,None,外國語言,基礎工程英文,模組二,None,2.0,['辛佳玲']
1131,A1,156,FLC1033,A117800-56,,None,外國語言,國際禮儀與溝通,模組三,None,2.0,['賴諭萱']
1131,A1,157,FLC1036,A118200-57,,None,外國語言,基礎英文寫作,模組一,None,2.0,['陳慧琴']
1131,A1,158,FLC1017,A110600-58,,None,外國語言,基礎學術溝通,模組一,None,2.0,['陳俐文']
1131,A1,159,FLC1031,A117600-59,,None,外國語言,職場英文,模組二,None,2.0,['辛佳玲']
1131,A1,160,FLC1026,A117100-60,,None,外國語言,基礎科學英文,模組二,None,2.0,['賴諭萱']
1131,A1,501,FLC1062,A122920-1,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,502,FLC1062,A122920-2,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['張巧螓']
1131,A1,503,FLC1062,A122920-3,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['張巧螓']
1131,A1,504,FLC1062,A122920-4,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['朱戎梅']
1131,A1,505,FLC1062,A122920-5,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['張巧螓']
1131,A1,506,FLC1062,A122920-6,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,507,FLC1062,A122920-7,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['朱戎梅']
1131,A1,508,FLC1062,A122920-8,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,509,FLC1062,A122920-9,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['朱戎梅']
1131,A1,510,FLC1062,A122920-10,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,511,FLC1062,A122920-11,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['朱戎梅']
1131,A1,512,FLC1062,A122920-12,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,513,FLC1062,A122920-13,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,514,FLC1062,A122920-14,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['朱戎梅']
1131,A1,515,FLC1062,A122920-15,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['朱戎梅']
1131,A1,516,FLC1062,A122920-16,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,517,FLC1062,A122920-19,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['朱戎梅']
1131,A1,518,FLC1062,A122920-17,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,519,FLC1062,A122920-18,,None,講義,日文（二）,限非日語母語人士修課,None,2.0,['張巧螓']
1131,A1,520,FLC1064,A160140-1,,None,講義,日文（四）,限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,521,FLC1064,A160140-2,,None,講義,日文（四）,限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,522,FLC1064,A160140-3,,None,講義,日文（四）,限非日語母語人士修課,None,2.0,['朱戎梅']
1131,A1,523,FLC1064,A160140-4,,None,講義,日文（四）,限非日語母語人士修課,None,2.0,['張巧螓']
1131,A1,524,FLC1064,A160140-5,,None,講義,日文（四）,限非日語母語人士修課,None,2.0,['張巧螓']
1131,A1,525,FLC1064,A160140-6,,None,講義,日文（四）,限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,526,FLC1064,A160140-7,,None,講義,日文（四）,限非日語母語人士修課,None,2.0,['朱戎梅']
1131,A1,527,FLC1064,A160140-8,,None,講義,日文（四）,限非日語母語人士修課,None,2.0,['張巧螓']
1131,A1,528,FLC1064,A160140-9,,None,講義,日文（四）,限非日語母語人士修課,None,2.0,['張巧螓']
1131,A1,529,FLC1064,A160140-10,,None,講義,日文（四）,限非日語母語人士修課,None,2.0,['朱戎梅']
1131,A1,530,FLC1064,A160140-11,,None,講義,日文（四）,限非日語母語人士修課,None,2.0,['張巧螓']
1131,A1,531,FLC1066,A122960-1,,None,講義,日文（六）,限非日語母語人士修課,None,2.0,['朱戎梅']
1131,A1,532,FLC1066,A122960-2,,None,講義,日文（六）,限非日語母語人士修課,None,2.0,['張巧螓']
1131,A1,533,FLC1066,A122960-3,,None,講義,日文（六）,限非日語母語人士修課,None,2.0,['張巧螓']
1131,A1,534,FLC1066,A122960-4,,None,講義,日文（六）,限非日語母語人士修課,None,2.0,['張巧螓']
1131,A1,535,FLC1066,A122960-5,,None,講義,日文（六）,限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,536,FLC1104,A119500-1,,None,講義,進階日語生活會話,適合具日語檢定N4以上程度或已修習日文(四)以上課程者，限非日語母語人士修課,None,2.0,['井上智鶴']
1131,A1,537,FLC1103,A119200-1,,None,講義,進階日語閱讀,適合具日語檢定N4以上程度或已修習日文(四)以上課程者，限非日語母語人士修課 。,None,2.0,['張巧螓']
1131,A1,538,FLC1070,A123120-1,,None,講義,法文（二）,限非法語母語人士修課,None,2.0,['林蜀媛']
1131,A1,539,FLC1070,A123120-2,,None,講義,法文（二）,限非法語母語人士修課,None,2.0,['林蜀媛']
1131,A1,540,FLC1070,A123120-3,,None,講義,法文（二）,限非法語母語人士修課,None,2.0,['林蜀媛']
1131,A1,541,FLC1070,A123120-4,,None,講義,法文（二）,限非法語母語人士修課,None,2.0,['林蜀媛']
1131,A1,542,FLC1070,A123120-5,,None,講義,法文（二）,限非法語母語人士修課,None,2.0,['林蜀媛']
1131,A1,543,FLC1070,A123120-6,,None,講義,法文（二）,限非法語母語人士修課,None,2.0,['林蜀媛']
1131,A1,544,FLC1070,A123120-7,,None,講義,法文（二）,限非法語母語人士修課,None,2.0,['林蜀媛']
1131,A1,545,FLC1072,A123140-1,,None,講義,法文（四）,限非法語母語人士修課,None,2.0,['林蜀媛']
1131,A1,546,FLC1072,A123140-2,,None,講義,法文（四）,限非法語母語人士修課,None,2.0,['林蜀媛']
1131,A1,547,FLC1074,A142000-1,,None,講義,法文（六）,限非法語母語人士修課,None,2.0,['林蜀媛']
1131,A1,548,FLC1076,A123020-1,,None,講義,德文（二）,限非德語母語人士修課,None,2.0,['張淑慧']
1131,A1,549,FLC1076,A123020-2,,None,講義,德文（二）,限非德語母語人士修課,None,2.0,['張淑慧']
1131,A1,550,FLC1076,A123020-3,,None,講義,德文（二）,限非德語母語人士修課,None,2.0,['張淑慧']
1131,A1,551,FLC1076,A123020-4,,None,講義,德文（二）,限非德語母語人士修課,None,2.0,['張淑慧']
1131,A1,552,FLC1076,A123020-5,,None,講義,德文（二）,限非德語母語人士修課,None,2.0,['張淑慧']
1131,A1,553,FLC1076,A123020-6,,None,講義,德文（二）,限非德語母語人士修課,None,2.0,['張淑慧']
1131,A1,554,FLC1078,A160540-1,,None,講義,德文（四）,限非德語母語人士修課,None,2.0,['張淑慧']
1131,A1,555,FLC1078,A160540-2,,None,講義,德文（四）,限非德語母語人士修課,None,2.0,['張淑慧']
1131,A1,556,FLC1082,A111220-1,,None,講義,西班牙文（二）,限非西語母語人士修課,None,2.0,['白芳怡']
1131,A1,557,FLC1082,A111220-2,,None,講義,西班牙文（二）,限非西語母語人士修課,None,2.0,['白芳怡']
1131,A1,558,FLC1082,A111220-3,,None,講義,西班牙文（二）,限非西語母語人士修課,None,2.0,['白芳怡']
1131,A1,559,FLC1082,A111220-4,,None,講義,西班牙文（二）,限非西語母語人士修課,None,2.0,['白芳怡']
1131,A1,560,FLC1082,A111220-5,,None,講義,西班牙文（二）,限非西語母語人士修課,None,2.0,['白芳怡']
1131,A1,561,FLC1082,A111220-6,,None,講義,西班牙文（二）,限非西語母語人士修課,None,2.0,['白芳怡']
1131,A1,562,FLC1084,A111240-1,,None,講義,西班牙文（四）,限非西語母語人士修課,None,2.0,['白芳怡']
1131,A1,563,FLC1084,A111240-2,,None,講義,西班牙文（四）,限非西語母語人士修課,None,2.0,['白芳怡']
1131,A1,564,FLC1086,A130120-1,,None,講義,越南語（二）,限非越南語母語人士修課,['東南亞文化學分學程|1|http://cpi.acad.ncku.edu.tw/cpi/index.php?c=course&m=detail&no=104'],2.0,['蔡氏清水']
1131,A1,565,FLC1092,A118800-1,,None,講義,印尼語（二）,限非印尼語及非馬來語人士修課,['東南亞文化學分學程|1|http://cpi.acad.ncku.edu.tw/cpi/index.php?c=course&m=detail&no=104'],2.0,['董莉']
1131,A1,566,FLC1093,A118900-1,,None,講義,泰語（二）,限非泰語母語人士修課,['東南亞文化學分學程|1|http://cpi.acad.ncku.edu.tw/cpi/index.php?c=course&m=detail&no=104'],2.0,['林綉玉']
1131,A1,567,FLC1093,A118900-2,,None,講義,泰語（二）,限非泰語母語人士修課,['東南亞文化學分學程|1|http://cpi.acad.ncku.edu.tw/cpi/index.php?c=course&m=detail&no=104'],2.0,['林綉玉']
1131,A1,568,FLC1108,A119820-1,,None,講義,韓文初級（二）,限非韓文母語人士修課,None,2.0,['尹遠菱']
1131,A1,701,FLC0000,A130200-1,,None,講義,線上補強英文,須先修畢必修英文4學分且未達該系英語能力指標者始得選修,['遠距課程|0|'],0.0,"['陳冠云', '許富貴', '賴諭萱']"
1131,A1,702,FLC6000,A180200-1,,碩博,講義,研究所線上英文,None,['遠距課程|0|'],0.0,['陳慧琴']
1131,A2,1,OPE473,A21F200-1,1.0,一年級體育（女生組）,講義,太極拳與專項體能,【男女合班】,None,0.0,['高華君']
1131,A2,2,OPE460,A21D900-1,1.0,一年級體育（女生組）,講義,水中有氧與專項體能,【男女合班】泳具自備,None,0.0,['高華君']
1131,A2,3,OPE455,A21D400-1,1.0,一年級體育（女生組）,講義,羽球與專項體能,【男女合班】球具自備,None,0.0,['涂國誠']
1131,A2,4,OPE455,A21D400-3,1.0,一年級體育（女生組）,講義,羽球與專項體能,【男女合班】球具自備,None,0.0,['莊智堯']
1131,A2,5,OPE455,A21D400-7,1.0,一年級體育（女生組）,講義,羽球與專項體能,【男女合班】球具自備,None,0.0,['莊智堯']
1131,A2,6,OPE455,A21D400-5,1.0,一年級體育（女生組）,講義,羽球與專項體能,【男女合班】球具自備,None,0.0,['蔡佳良']
1131,A2,7,OPE455,A21D400-9,1.0,一年級體育（女生組）,講義,羽球與專項體能,【男女合班】球具自備,None,0.0,['涂國誠']
1131,A2,8,OPE455,A21D400-11,1.0,一年級體育（女生組）,講義,羽球與專項體能,【男女合班】球具自備,None,0.0,['許維哲']
1131,A2,9,OPE453,A21D200-1,1.0,一年級體育（女生組）,講義,西洋劍與專項體能,【男女合班】,['英語授課|5|'],0.0,['鄭匡佑']
1131,A2,12,OPE484,A21G300-1,1.0,一年級體育（女生組）,講義,防身術與專項體能,【男女合班】自備室內用(乾淨)運動鞋,None,0.0,['許又文']
1131,A2,13,OPE480,A21F900-1,1.0,一年級體育（女生組）,講義,直排輪與專項體能,【男女合班】需自備直排輪、安全帽、護具(護膝、護肘、護掌),None,0.0,['張育慈']
1131,A2,14,OPE480,A21F900-3,1.0,一年級體育（女生組）,講義,直排輪與專項體能,【男女合班】需自備直排輪、安全帽、護具(護膝、護肘、護掌),None,0.0,['張育慈']
1131,A2,15,OPE483,A21G200-3,1.0,一年級體育（女生組）,講義,飛輪有氧與專項體能,【男女合班】,None,0.0,['林欣仕']
1131,A2,16,OPE483,A21G200-1,1.0,一年級體育（女生組）,講義,飛輪有氧與專項體能,None,None,0.0,['彭怡千']
1131,A2,17,OPE487,A21G600-1,1.0,一年級體育（女生組）,講義,拳擊健身與專項體能,【男女合班】自備3米手綁帶及拳擊手套,None,0.0,['黃鴻鈞']
1131,A2,18,OPE456,A21D500-1,1.0,一年級體育（女生組）,講義,桌球與專項體能,【男女合班】球具自備,None,0.0,['蔡博任']
1131,A2,19,OPE456,A21D500-3,1.0,一年級體育（女生組）,講義,桌球與專項體能,【男女合班】球具自備,None,0.0,['蔡博任']
1131,A2,20,OPE456,A21D500-5,1.0,一年級體育（女生組）,講義,桌球與專項體能,【男女合班】球具自備,None,0.0,['許維哲']
1131,A2,21,OPE456,A21D500-7,1.0,一年級體育（女生組）,講義,桌球與專項體能,【男女合班】球具自備 第一週上課採彈性線上課程，請修課同學進入moodle的線上課程上課。,None,0.0,['徐珊惠']
1131,A2,22,OPE456,A21D500-9,1.0,一年級體育（女生組）,講義,桌球與專項體能,【男女合班】球具自備 第一週上課採彈性線上課程，請修課同學進入moodle的線上課程上課。,None,0.0,['徐珊惠']
1131,A2,23,OPE468,A21E700-1,1.0,一年級體育（女生組）,講義,高爾夫與專項體能,【男女合班】第一次上課在自強校區橄欖球場集合，之後在校外場地上課(需自付購球費用，每次60元，不需自備球桿),None,0.0,['彭怡千']
1131,A2,24,OPE468,A21E700-3,1.0,一年級體育（女生組）,講義,高爾夫與專項體能,【男女合班】第一次上課在自強校區橄欖球場集合，之後在校外場地上課(需自付購球費用，每次60元，不需自備球桿),None,0.0,['彭怡千']
1131,A2,25,OPE472,A21F100-1,1.0,一年級體育（女生組）,講義,健訓與專項體能,【男女合班】,None,0.0,['莊博堯']
1131,A2,26,OPE465,A21E400-3,1.0,一年級體育（女生組）,講義,健康有氧與專項體能,None,None,0.0,['洪甄憶']
1131,A2,27,OPE465,A21E400-4,1.0,一年級體育（女生組）,講義,健康有氧與專項體能,None,None,0.0,['洪甄憶']
1131,A2,28,OPE465,A21E400-1,1.0,一年級體育（女生組）,講義,健康有氧與專項體能,【男女合班】,None,0.0,['林麗娟']
1131,A2,29,OPE452,A21D100-1,1.0,一年級體育（女生組）,講義,國術與專項體能,【男女合班】,None,0.0,['鄭匡佑']
1131,A2,30,OPE489,A21G800-1,1.0,一年級體育（女生組）,講義,國際標準舞與專項體能,本序號僅接受女生選課，選本課程者須跳女步。,['英語授課|5|'],0.0,['鄭匡佑']
1131,A2,32,OPE462,A21E100-2,1.0,一年級體育（女生組）,講義,排球與專項體能,None,None,0.0,['林政達']
1131,A2,33,OPE462,A21E100-3,1.0,一年級體育（女生組）,講義,排球與專項體能,None,None,0.0,['黃賢哲']
1131,A2,35,OPE462,A21E100-5,1.0,一年級體育（女生組）,講義,排球與專項體能,None,None,0.0,['林宜君']
1131,A2,37,OPE462,A21E100-8,1.0,一年級體育（女生組）,講義,排球與專項體能,None,None,0.0,['林宜君']
1131,A2,38,OPE459,A21D800,1.0,一年級體育（女生組）,講義,韻律與專項體能,自備室內用(乾淨)運動鞋,None,0.0,['高華君']
1131,A2,39,OPE470,A21E900-1,1.0,一年級體育（女生組）,講義,自由車與專項體能,【男女合班】安全帽自備，校外場地上課,None,0.0,['施光隆']
1131,A2,42,OPE464,A21E300-1,1.0,一年級體育（女生組）,講義,游泳與專項體能,泳具自備,['英語授課|5|'],0.0,['周學雯']
1131,A2,43,OPE458,A21D700-1,1.0,一年級體育（女生組）,講義,硬網與專項體能,【男女合班】球具自備,None,0.0,['李榮尚']
1131,A2,44,OPE458,A21D700-3,1.0,一年級體育（女生組）,講義,硬網與專項體能,【男女合班】球具自備,None,0.0,['馬上鈞']
1131,A2,46,OPE475,A21F400-1,1.0,一年級體育（女生組）,講義,瑜珈與專項體能,大毛巾或舖巾自備,None,0.0,['蔡岳璋']
1131,A2,47,OPE475,A21F400-3,1.0,一年級體育（女生組）,講義,瑜珈與專項體能,大毛巾或舖巾自備,None,0.0,['蔡岳璋']
1131,A2,50,OPE482,A21G100-1,1.0,一年級體育（女生組）,講義,橄欖球與專項體能,【男女合班】,None,0.0,['莊博堯']
1131,A2,51,OPE488,A21G700-1,1.0,一年級體育（女生組）,講義,獨木舟與專項體能,【男女合班】,None,0.0,['龔泰源']
1131,A2,52,OPE488,A21G700-3,1.0,一年級體育（女生組）,講義,獨木舟與專項體能,【男女合班】,None,0.0,['龔泰源']
1131,A2,57,OPE467,A21E600-2,1.0,一年級體育（女生組）,講義,籃球與專項體能,【男女合班】,None,0.0,['林欣仕']
1131,A2,59,OPE467,A21E600-6,1.0,一年級體育（女生組）,講義,籃球與專項體能,【男女合班】,None,0.0,['林欣仕']
1131,A2,101,OPE473,A21F200-2,1.0,一年級體育（男生組）,講義,太極拳與專項體能,【男女合班】,None,0.0,['高華君']
1131,A2,102,OPE460,A21D900-2,1.0,一年級體育（男生組）,講義,水中有氧與專項體能,【男女合班】泳具自備,None,0.0,['高華君']
1131,A2,103,OPE455,A21D400-2,1.0,一年級體育（男生組）,講義,羽球與專項體能,【男女合班】球具自備,None,0.0,['涂國誠']
1131,A2,104,OPE455,A21D400-4,1.0,一年級體育（男生組）,講義,羽球與專項體能,【男女合班】球具自備,None,0.0,['莊智堯']
1131,A2,105,OPE455,A21D400-8,1.0,一年級體育（男生組）,講義,羽球與專項體能,【男女合班】球具自備,None,0.0,['莊智堯']
1131,A2,106,OPE455,A21D400-6,1.0,一年級體育（男生組）,講義,羽球與專項體能,【男女合班】球具自備,None,0.0,['蔡佳良']
1131,A2,107,OPE455,A21D400-10,1.0,一年級體育（男生組）,講義,羽球與專項體能,【男女合班】球具自備,None,0.0,['涂國誠']
1131,A2,108,OPE455,A21D400-12,1.0,一年級體育（男生組）,講義,羽球與專項體能,【男女合班】球具自備,None,0.0,['許維哲']
1131,A2,109,OPE453,A21D200-2,1.0,一年級體育（男生組）,講義,西洋劍與專項體能,【男女合班】,['英語授課|5|'],0.0,['鄭匡佑']
1131,A2,110,OPE469,A21E800-1,1.0,一年級體育（男生組）,講義,足球與專項體能,None,None,0.0,['楊書銘']
1131,A2,111,OPE469,A21E800-2,1.0,一年級體育（男生組）,講義,足球與專項體能,None,None,0.0,['王駿濠']
1131,A2,112,OPE484,A21G300-2,1.0,一年級體育（男生組）,講義,防身術與專項體能,【男女合班】自備室內用(乾淨)運動鞋,None,0.0,['許又文']
1131,A2,113,OPE480,A21F900-2,1.0,一年級體育（男生組）,講義,直排輪與專項體能,【男女合班】需自備直排輪、安全帽、護具(護膝、護肘、護掌),None,0.0,['張育慈']
1131,A2,114,OPE480,A21F900-4,1.0,一年級體育（男生組）,講義,直排輪與專項體能,【男女合班】\需自備直排輪、安全帽、護具(護膝、護肘、護掌),None,0.0,['張育慈']
1131,A2,115,OPE483,A21G200-4,1.0,一年級體育（男生組）,講義,飛輪有氧與專項體能,【男女合班】,None,0.0,['林欣仕']
1131,A2,117,OPE487,A21G600-2,1.0,一年級體育（男生組）,講義,拳擊健身與專項體能,【男女合班】自備3米手綁帶及拳擊手套,None,0.0,['黃鴻鈞']
1131,A2,118,OPE456,A21D500-2,1.0,一年級體育（男生組）,講義,桌球與專項體能,【男女合班】球具自備,None,0.0,['蔡博任']
1131,A2,119,OPE456,A21D500-4,1.0,一年級體育（男生組）,講義,桌球與專項體能,【男女合班】球具自備,None,0.0,['蔡博任']
1131,A2,120,OPE456,A21D500-6,1.0,一年級體育（男生組）,講義,桌球與專項體能,【男女合班】球具自備,None,0.0,['許維哲']
1131,A2,121,OPE456,A21D500-8,1.0,一年級體育（男生組）,講義,桌球與專項體能,【男女合班】球具自備 第一週上課採彈性線上課程，請修課同學進入moodle的線上課程上課。,None,0.0,['徐珊惠']
1131,A2,122,OPE456,A21D500-10,1.0,一年級體育（男生組）,講義,桌球與專項體能,【男女合班】球具自備 第一週上課採彈性線上課程，請修課同學進入moodle的線上課程上課。,None,0.0,['徐珊惠']
1131,A2,123,OPE468,A21E700-2,1.0,一年級體育（男生組）,講義,高爾夫與專項體能,【男女合班】校外場地(需自付購球費用，每次60元，不需自備球桿),None,0.0,['彭怡千']
1131,A2,124,OPE468,A21E700-4,1.0,一年級體育（男生組）,講義,高爾夫與專項體能,【男女合班】校外場地(需自付購球費用，每次60元，不需自備球桿),None,0.0,['彭怡千']
1131,A2,125,OPE472,A21F100-2,1.0,一年級體育（男生組）,講義,健訓與專項體能,【男女合班】,None,0.0,['莊博堯']
1131,A2,128,OPE465,A21E400-2,1.0,一年級體育（男生組）,講義,健康有氧與專項體能,【男女合班】,None,0.0,['林麗娟']
1131,A2,129,OPE452,A21D100-2,1.0,一年級體育（男生組）,講義,國術與專項體能,【男女合班】,None,0.0,['鄭匡佑']
1131,A2,130,OPE489,A21G800-2,1.0,一年級體育（男生組）,講義,國際標準舞與專項體能,本序號僅接受男生選課，選本課程者須跳男步。,['英語授課|5|'],0.0,['鄭匡佑']
1131,A2,131,OPE462,A21E100-1,1.0,一年級體育（男生組）,講義,排球與專項體能,None,None,0.0,['黃鴻鈞']
1131,A2,134,OPE462,A21E100-4,1.0,一年級體育（男生組）,講義,排球與專項體能,None,None,0.0,['黃鴻鈞']
1131,A2,136,OPE462,A21E100-6,1.0,一年級體育（男生組）,講義,排球與專項體能,None,None,0.0,['黃鴻鈞']
1131,A2,139,OPE470,A21E900-2,1.0,一年級體育（男生組）,講義,自由車與專項體能,【男女合班】安全帽自備，校外場地上課,None,0.0,['施光隆']
1131,A2,140,OPE464,A21E300-3,1.0,一年級體育（男生組）,講義,游泳與專項體能,泳具自備,None,0.0,['黃賢哲']
1131,A2,141,OPE464,A21E300-2,1.0,一年級體育（男生組）,講義,游泳與專項體能,泳具自備,None,0.0,['黃滄海']
1131,A2,143,OPE458,A21D700-2,1.0,一年級體育（男生組）,講義,硬網與專項體能,【男女合班】球具自備,None,0.0,['李榮尚']
1131,A2,144,OPE458,A21D700-4,1.0,一年級體育（男生組）,講義,硬網與專項體能,【男女合班】球具自備,None,0.0,['馬上鈞']
1131,A2,146,OPE475,A21F400-2,1.0,一年級體育（男生組）,講義,瑜珈與專項體能,大毛巾或舖巾自備,None,0.0,['蔡岳璋']
1131,A2,147,OPE475,A21F400-4,1.0,一年級體育（男生組）,講義,瑜珈與專項體能,大毛巾或舖巾自備,None,0.0,['蔡岳璋']
